k=10,k=15,k=20
0.0,0.0,0.023195876288659795
0.0,0.005128205128205128,0.0
0.0,0.0,0.0
0.0,0.012690355329949238,0.005076142131979695
0.0,0.0,0.0
0.010050251256281407,0.0,0.012562814070351758
0.0,0.0,0.005
0.004975124378109453,0.004975124378109453,0.004975124378109453
0.0,0.009900990099009901,0.0
0.0,0.0,0.0
0.0,0.012254901960784314,0.004901960784313725
0.0,0.036585365853658534,0.0
0.0,0.0,0.009708737864077669
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.007142857142857143,0.0,0.0
0.004739336492890996,0.0,0.023696682464454975
0.0,0.007075471698113208,0.01179245283018868
0.009389671361502348,0.01643192488262911,0.0
0.0,0.004672897196261682,0.0
0.0,0.011627906976744186,0.011627906976744186
0.004629629629629629,0.0,0.0
0.0,0.0069124423963133645,0.0
0.0,0.0,0.01834862385321101
0.0045662100456621,0.0,0.0091324200913242
0.0,0.0,0.0
0.004524886877828055,0.004524886877828055,0.004524886877828055
0.0,0.006756756756756757,0.0
0.0,0.0,0.0
0.0,0.008928571428571428,0.004464285714285714
0.0,0.0,0.0
0.004424778761061947,0.004424778761061947,0.01327433628318584
0.0,0.0,0.0
0.006578947368421052,0.0,0.0
0.0,0.0,0.0
0.0,0.010869565217391304,0.006521739130434782
0.006493506493506494,0.0,0.0
0.0,0.00646551724137931,0.0
0.004291845493562232,0.0,0.0
0.0,0.004273504273504274,0.010683760683760684
0.0,0.006382978723404255,0.00425531914893617
0.0,0.00423728813559322,0.0
0.0,0.004219409282700422,0.008438818565400843
0.0,0.0,0.018907563025210083
0.0041841004184100415,0.0,0.008368200836820083
0.0,0.008333333333333333,0.004166666666666667
0.0,0.008298755186721992,0.0
0.0,0.008264462809917356,0.004132231404958678
0.00411522633744856,0.0,0.0
0.0,0.00819672131147541,0.0
0.004081632653061225,0.012244897959183675,0.0
0.0,0.0,0.0
0.0,0.006072874493927126,0.006072874493927126
0.0,0.004032258064516129,0.008064516129032258
0.0,0.0,0.0
0.0,0.0,0.004
0.0,0.0,0.0
0.0,0.005952380952380952,0.017857142857142856
0.0,0.005928853754940711,0.0
0.003937007874015748,0.0,0.0
0.0,0.00392156862745098,0.00392156862745098
0.005859375,0.0,0.0078125
0.0,0.0,0.0038910505836575876
0.003875968992248062,0.0,0.0
0.0,0.013513513513513514,0.0
0.0,0.009615384615384616,0.0057692307692307696
0.0,0.013409961685823753,0.0
0.0,0.0,0.0
0.0038022813688212928,0.009505703422053232,0.0
0.0,0.003787878787878788,0.0
0.0037735849056603774,0.0,0.0
0.0,0.0,0.007518796992481203
0.0,0.0,0.0
0.0,0.0,0.0
0.0037174721189591076,0.007434944237918215,0.01486988847583643
0.0,0.0,0.005555555555555556
0.0,0.007380073800738007,0.0036900369003690036
0.0,0.0055147058823529415,0.0
0.0,0.0,0.0
0.0036496350364963502,0.0,0.0036496350364963502
0.0,0.0,0.0036363636363636364
0.0,0.0,0.005434782608695652
0.0,0.010830324909747292,0.0036101083032490976
0.0,0.008992805755395683,0.0
0.0,0.005376344086021506,0.007168458781362007
0.0,0.0,0.0
0.0,0.0035587188612099642,0.0
0.0,0.005319148936170213,0.0
0.0,0.00530035335689046,0.0
0.0,0.0,0.0035211267605633804
0.0,0.008771929824561403,0.0
0.006993006993006993,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.006920415224913495,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.003424657534246575
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.003389830508474576,0.003389830508474576
0.0033783783783783786,0.0,0.0033783783783783786
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.006666666666666667,0.0,0.005
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.004934210526315789,0.003289473684210526,0.003289473684210526
0.0,0.0,0.0
0.0,0.0,0.0032679738562091504
0.0,0.003257328990228013,0.0
0.0,0.0,0.0
0.003236245954692557,0.003236245954692557,0.0
0.0,0.0,0.0
0.0,0.00482315112540193,0.0
0.0,0.003205128205128205,0.0
0.0,0.0,0.0
0.0,0.0031847133757961785,0.0
0.0031746031746031746,0.004761904761904762,0.0031746031746031746
0.0,0.006329113924050633,0.0
0.0,0.0,0.0
0.0031446540880503146,0.007861635220125786,0.009433962264150945
0.0,0.0,0.0
0.0,0.0,0.0
0.003115264797507788,0.0,0.0
0.0,0.0,0.0
0.0,0.0030959752321981426,0.0
0.0,0.0030864197530864196,0.0030864197530864196
0.0,0.003076923076923077,0.0
0.0,0.007668711656441718,0.0
0.0,0.0,0.0030581039755351682
0.0,0.0,0.0
0.004559270516717325,0.0,0.0
0.0,0.0,0.0030303030303030303
0.0030211480362537764,0.0,0.006042296072507553
0.0,0.0030120481927710845,0.0
0.0,0.003003003003003003,0.0
0.0,0.004491017964071856,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0029411764705882353,0.0,0.0
0.0,0.002932551319648094,0.0
0.0029239766081871343,0.0,0.0
0.0,0.0,0.0029154518950437317
0.0,0.0,0.0
0.0,0.004347826086956522,0.002898550724637681
0.0,0.0,0.002890173410404624
0.0,0.0,0.0
0.0,0.0,0.0028735632183908046
0.0,0.0,0.0
0.002857142857142857,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0028328611898017
0.0,0.0,0.0
0.0028169014084507044,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.002793296089385475,0.0,0.0
0.0,0.006963788300835654,0.002785515320334262
0.0,0.002777777777777778,0.002777777777777778
0.0,0.0,0.002770083102493075
0.0,0.0,0.0
0.0,0.006887052341597796,0.0
0.0027472527472527475,0.0,0.0
0.0,0.0,0.0027397260273972603
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.004076086956521739,0.0
0.0,0.0027100271002710027,0.0
0.0,0.0,0.0
0.0,0.0,0.009433962264150943
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.010666666666666666
0.0,0.0,0.0
0.002652519893899204,0.0,0.0
0.0,0.0,0.0
0.002638522427440633,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0025906735751295338
0.0,0.00516795865633075,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.002551020408163265
0.002544529262086514,0.0,0.0
0.0025380710659898475,0.0,0.005076142131979695
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0025188916876574307
0.0,0.0,0.0
0.002506265664160401,0.0,0.0
0.0,0.0025,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0024813895781637717
0.0,0.0049504950495049506,0.0
0.0,0.0,0.0024691358024691358
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0024330900243309003,0.0024330900243309003,0.0
0.0024271844660194173,0.0,0.0
0.004842615012106538,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.002386634844868735
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.002369668246445498,0.0
0.0,0.0,0.002364066193853428
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.002347417840375587,0.0
0.0,0.0,0.00468384074941452
0.0,0.0,0.002336448598130841
0.0,0.0034965034965034965,0.0
0.0,0.0,0.0
0.002320185614849188,0.0,0.002320185614849188
0.0,0.005787037037037037,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.002288329519450801
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.007936507936507936
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0033259423503325942,0.0022172949002217295,0.0
0.0,0.0022123893805309734,0.0
0.0,0.0,0.0
0.0,0.003303964757709251,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.002183406113537118,0.0,0.0
0.0,0.0,0.0
0.0,0.002173913043478261,0.002173913043478261
0.0,0.0021691973969631237,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0021231422505307855,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.002109704641350211,0.002109704641350211
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0020876826722338203,0.0
0.0,0.0,0.003125
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.002066115702479339,0.0,0.0
0.0,0.0,0.0
0.00205761316872428,0.0,0.00205761316872428
0.0,0.0,0.0
0.0,0.0030737704918032786,0.0
0.0,0.0,0.003067484662576687
0.0,0.0020408163265306124,0.0
0.0,0.0,0.002036659877800407
0.0,0.0,0.0
0.002028397565922921,0.0,0.0
0.0,0.0,0.0
0.0,0.0,0.0
0.0,0.0020161290322580645,0.0
0.0,0.0,0.0
0.0,0.0,0.002008032128514056
0.0,0.0,0.002004008016032064
0.0,0.0,0.0
